High,Volume,Date
141.48727252057145,81760300,2023-01-23
141.32926952973608,66435100,2023-01-24
140.60860145852004,65799300,2023-01-25
142.4053492196724,54105100,2023-01-26
145.34723680622537,70555800,2023-01-27
143.68873499989203,64015300,2023-01-30
142.49420309949798,65874500,2023-01-31
144.73515421762997,77663600,2023-02-01
149.24670877710787,118339000,2023-02-02
155.36746808076367,154357300,2023-02-03
151.14217893420934,69858300,2023-02-06
153.24493285853742,83322600,2023-02-07
152.60326780122008,64120100,2023-02-08
152.35644968138112,56007100,2023-02-09
149.63279778324025,57450700,2023-02-10
152.51983488560623,62199000,2023-02-13
152.03537903023067,61707600,2023-02-14
153.74588507311654,65573800,2023-02-15
154.5664988468429,68167900,2023-02-16
151.27408335489702,59144100,2023-02-17
149.59324968756485,58867200,2023-02-21
148.2584708875877,51011300,2023-02-22
148.64407457569817,48394200,2023-02-23
145.5295889507278,55469600,2023-02-24
147.48727255329774,44998500,2023-02-27
147.3982909462784,50547000,2023-02-28
145.56914623363537,55479000,2023-03-01
145.05504723585858,52238100,2023-03-02
149.40540857679258,70732300,2023-03-03
154.53686499973716,87558000,2023-03-06
152.29244288057856,56182000,2023-03-07
151.7387760380252,47204800,2023-03-08
152.79668921738386,53833600,2023-03-09
149.237291312372,68572400,2023-03-10
151.4124925875259,84457100,2023-03-13
151.66957380513296,73695900,2023-03-14
151.52123700910988,77167900,2023-03-15
154.69503836094125,76161100,2023-03-16
154.97191870811756,98944600,2023-03-17
156.03971087014546,73641400,2023-03-20
157.60187209543255,73938300,2023-03-21
160.3109851135221,75701800,2023-03-22
159.7276317574304,67622100,2023-03-23
158.53128765648677,59196500,2023-03-24
158.9564235953307,52390300,2023-03-27
156.7021483382564,45992200,2023-03-28
159.2332458359396,51305700,2023-03-29
160.6372479005565,49501700,2023-03-30
163.13868814753852,68749800,2023-03-31
164.4141432098461,56976200,2023-04-03
164.95793868784338,46278300,2023-04-04
163.18813034939654,51511700,2023-04-05
163.09915484076092,45390100,2023-04-06
160.2021942138672,47716900,2023-04-10
160.52848384854775,47644200,2023-04-11
160.2318418847326,50133100,2023-04-12
163.92969618258195,68445600,2023-04-13
164.44380780578675,49386500,2023-04-14
163.52428757903846,41516200,2023-04-17
165.52151594579726,49923000,2023-04-18
166.26304897753164,47720200,2023-04-19
165.9763348015194,52456400,2023-04-20
164.57232387674088,58337300,2023-04-21
163.73195482649055,41949600,2023-04-24
164.43390199308925,48714100,2023-04-25
163.41553157370114,45498800,2023-04-26
166.65852525119462,64902300,2023-04-27
167.9340105056485,55209200,2023-04-28
168.5271789697572,52472900,2023-05-01
168.42834281753628,48425700,2023-05-02
168.9919077307227,65136000,2023-05-03
165.15569918374248,81235400,2023-05-04
172.33379095243657,113316400,2023-05-05
171.88888927687347,55962800,2023-05-08
171.58238974232736,45326900,2023-05-09
172.06684167430913,53724500,2023-05-10
172.62051394942262,49514700,2023-05-11
172.33453386665053,45497800,2023-05-12
171.49298697857782,37266700,2023-05-15
171.42367363249335,42110300,2023-05-16
171.2157453771671,57951600,2023-05-17
173.50284672542747,65496700,2023-05-18
174.64146318273222,55772400,2023-05-19
172.97811385055638,43570900,2023-05-22
171.66127945739515,50747300,2023-05-23
170.71080319124064,45143500,2023-05-24
172.17612946392208,56058300,2023-05-25
174.0275895351184,54835000,2023-05-26
177.21569960645425,55964400,2023-05-30
177.57209321550437,99625300,2023-05-31
178.33444993394386,68901800,2023-06-01
179.97800874169684,61945900,2023-06-02
183.1165821425977,121946500,2023-06-05
178.33446990727649,64848400,2023-06-06
179.41366034455214,61944600,2023-06-07
179.04732664647344,50214900,2023-06-08
180.42353722036253,48870700,2023-06-09
182.0670780867689,54274900,2023-06-12
182.32449774459167,54929100,2023-06-13
182.56213604593384,57462900,2023-06-14
184.6710612981128,65433200,2023-06-15
185.1363862861082,101235600,2023-06-16
184.2552165596262,49799100,2023-06-20
183.57203672168453,49515700,2023-06-21
185.1957475981889,51245300,2023-06-22
185.70073399676707,53079300,2023-06-23
186.18585111473345,48088700,2023-06-26
186.52248552112175,50730800,2023-06-27
188.01748227887597,51216800,2023-06-28
188.1858238773272,46347300,2023-06-29
192.55213441538436,85069600,2023-06-30
191.95804555395165,31458200,2023-07-03
191.06698713435688,46920300,2023-07-05
190.11650951153769,45094300,2023-07-06
190.7600582083635,46778000,2023-07-07
188.106635570632,59922200,2023-07-10
187.4234682366511,46638100,2023-07-11
189.7996698114742,60750200,2023-07-12
189.29473443261008,41342300,2023-07-13
189.2848002551128,41573900,2023-07-14
192.3936860433753,50520200,2023-07-17
192.4036133115075,48353800,2023-07-18
196.2649472303636,80507300,2023-07-19
194.52240222913116,59581200,2023-07-20
193.03725474426253,71917800,2023-07-21
192.9778399722658,45377800,2023-07-24
192.51251639930567,37283200,2023-07-25
193.7006132085353,47471900,2023-07-26
195.24515323301043,47460200,2023-07-27
194.68080550669023,48291400,2023-07-28
194.54220593555127,38824100,2023-07-31
194.77982161953312,35175100,2023-08-01
193.2451766513384,50389300,2023-08-02
190.46301890335675,61235200,2023-08-03
185.5225277890391,115799700,2023-08-04
181.31461219425503,97576100,2023-08-07
178.48299654054432,67823000,2023-08-08
179.13642786663587,60378500,2023-08-09
178.95822060931928,54686900,2023-08-10
177.0881424893324,51988100,2023-08-11
178.14896748076782,43675600,2023-08-14
177.94079715459063,43622600,2023-08-15
177.00883168990967,46964900,2023-08-16
175.98767489704687,66062900,2023-08-17
173.59834528388794,61114200,2023-08-18
174.61950689363672,46311900,2023-08-21
176.15620551446153,42084200,2023-08-22
179.99304691061286,52722800,2023-08-23
179.54689311295104,54945800,2023-08-24
177.6135787817926,51449600,2023-08-25
179.04126265908485,43820700,2023-08-28
183.31427930675537,53003900,2023-08-29
186.23900735465395,60813900,2023-08-30
187.4980842034032,60794500,2023-08-31
188.2912210727348,45732600,2023-09-01
188.35073289401012,45280000,2023-09-05
187.23043067946264,81755800,2023-09-06
176.6816813943478,112488800,2023-09-07
178.6942471635063,65551300,2023-09-08
178.75373349578624,58953100,2023-09-11
178.58521118121962,90370200,2023-09-12
